0,1,2,3
-0.022177524864673615,0.21060694754123688,0.5899057388305664,0.5775396823883057
-0.021378420293331146,0.21432511508464813,0.5914410948753357,0.5776993036270142
-0.02059745602309704,0.21806158125400543,0.5929136872291565,0.5778990387916565
-0.019846636801958084,0.22185227274894714,0.5942812561988831,0.5781732201576233
-0.01963154785335064,0.22384245693683624,0.594475507736206,0.5786161422729492
-0.019812701269984245,0.224549800157547,0.5937932729721069,0.5792017579078674
-0.020019089803099632,0.2253553867340088,0.5930148959159851,0.5798681974411011
-0.02024625428020954,0.22624172270298004,0.5921568870544434,0.5806007981300354
-0.02048609033226967,0.22717709839344025,0.5912495851516724,0.5813733339309692
-0.020727315917611122,0.22811748087406158,0.590335488319397,0.5821492671966553
-0.020910803228616714,0.22883249819278717,0.5896391272544861,0.5827387571334839
-0.020884886384010315,0.22873154282569885,0.5897375345230103,0.5826555490493774
-0.02082378976047039,0.22849345207214355,0.5899694561958313,0.5824592709541321
-0.0207224003970623,0.2280983328819275,0.5903540849685669,0.5821334719657898
-0.020579425618052483,0.2275410145521164,0.5908960700035095,0.5816736817359924
-0.020328184589743614,0.2265613079071045,0.5918470621109009,0.5808648467063904
-0.02001284435391426,0.22533102333545685,0.5930384993553162,0.5798479914665222
-0.019660303369164467,0.22395475208759308,0.594367265701294,0.5787091255187988
-0.01928979530930519,0.22250740230083466,0.5957602858543396,0.5775097608566284
-0.01895102672278881,0.22118321061134338,0.5970308184623718,0.5764109492301941
-0.01867062598466873,0.22008655965328217,0.5980802178382874,0.5754998922348022
-0.018466010689735413,0.2192859649658203,0.5988446474075317,0.5748342275619507
-0.018349522724747658,0.21883006393909454,0.5992793440818787,0.5744549036026001
-0.01832912303507328,0.2187502086162567,0.5993553996086121,0.5743884444236755
-0.018414510414004326,0.21908441185951233,0.5990368127822876,0.5746665596961975
-0.01865544356405735,0.22002717852592468,0.5981369614601135,0.5754505395889282
-0.01906108297407627,0.22161349654197693,0.5966183543205261,0.576768159866333
-0.01962151564657688,0.22380328178405762,0.5945132374763489,0.5785836577415466
-0.020307689905166626,0.2264813631772995,0.5919246077537537,0.5807988047599792
-0.021071042865514755,0.22945675253868103,0.5890303254127502,0.5832530856132507
-0.021845681592822075,0.23247182369232178,0.5860775709152222,0.5857328772544861
-0.022553110495209694,0.2352215200662613,0.5833672881126404,0.5879880785942078
-0.023108884692192078,0.23737914860248566,0.5812287926673889,0.5897534489631653
-0.023429596796631813,0.23862320184707642,0.5799910426139832,0.5907696485519409
-0.023440131917595863,0.23866404592990875,0.5799503326416016,0.5908030271530151
-0.023080777376890182,0.23727010190486908,0.5813371539115906,0.5896643400192261
-0.02231656201183796,0.23430249094963074,0.5842750072479248,0.5872350335121155
-0.021150877699255943,0.22976769506931305,0.5887267589569092,0.5835091471672058
-0.019645515829324722,0.22389701008796692,0.5944229364395142,0.5786612629890442
-0.017944471910595894,0.21724402904510498,0.6007881164550781,0.5731340050697327
-0.016292350366711617,0.21076340973377228,0.6068978905677795,0.567715585231781
